{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_003_028.jpg', 'label': 0, 'file_name': 'Cochlospermum_003_028.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_000_035.jpg', 'label': 0, 'file_name': 'Cochlospermum_000_035.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_006_036.jpg', 'label': 4, 'file_name': 'Combretum_006_036.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_003_016.jpg', 'label': 6, 'file_name': 'Cecropia_003_016.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_002_017.jpg', 'label': 1, 'file_name': 'Aspidosperma_002_017.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_002_011.jpg', 'label': 7, 'file_name': 'Apuleia_002_011.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_002_035.jpg', 'label': 5, 'file_name': 'Byrsonima_002_035.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_003_030.jpg', 'label': 6, 'file_name': 'Cecropia_003_030.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_001_015.jpg', 'label': 7, 'file_name': 'Apuleia_001_015.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_003_034.jpg', 'label': 9, 'file_name': 'Cedrelinga_003_034.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_004_034.jpg', 'label': 1, 'file_name': 'Aspidosperma_004_034.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_000_016.jpg', 'label': 0, 'file_name': 'Cochlospermum_000_016.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_003_016.jpg', 'label': 9, 'file_name': 'Cedrelinga_003_016.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_000_004.jpg', 'label': 0, 'file_name': 'Cochlospermum_000_004.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_005_008.jpg', 'label': 2, 'file_name': 'Astronium_005_008.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_000_008.jpg', 'label': 3, 'file_name': 'Copaifera_000_008.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_000_033.jpg', 'label': 8, 'file_name': 'Calophyllum_000_033.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_002_032.jpg', 'label': 6, 'file_name': 'Cecropia_002_032.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_005_023.jpg', 'label': 7, 'file_name': 'Apuleia_005_023.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_006_030.jpg', 'label': 6, 'file_name': 'Cecropia_006_030.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_005_036.jpg', 'label': 4, 'file_name': 'Combretum_005_036.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_000_030.jpg', 'label': 2, 'file_name': 'Astronium_000_030.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_005_019.jpg', 'label': 4, 'file_name': 'Combretum_005_019.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_006_036.jpg', 'label': 2, 'file_name': 'Astronium_006_036.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_003_034.jpg', 'label': 5, 'file_name': 'Byrsonima_003_034.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_005_018.jpg', 'label': 5, 'file_name': 'Byrsonima_005_018.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_004_034.jpg', 'label': 9, 'file_name': 'Cedrelinga_004_034.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_000_032.jpg', 'label': 0, 'file_name': 'Cochlospermum_000_032.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_001_014.jpg', 'label': 7, 'file_name': 'Apuleia_001_014.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_001_023.jpg', 'label': 8, 'file_name': 'Calophyllum_001_023.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_000_034.jpg', 'label': 2, 'file_name': 'Astronium_000_034.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_004_016.jpg', 'label': 6, 'file_name': 'Cecropia_004_016.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_003_021.jpg', 'label': 8, 'file_name': 'Calophyllum_003_021.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_006_037.jpg', 'label': 6, 'file_name': 'Cecropia_006_037.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_005_000.jpg', 'label': 3, 'file_name': 'Copaifera_005_000.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_005_003.jpg', 'label': 9, 'file_name': 'Cedrelinga_005_003.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_003_012.jpg', 'label': 1, 'file_name': 'Aspidosperma_003_012.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_002_021.jpg', 'label': 2, 'file_name': 'Astronium_002_021.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_002_026.jpg', 'label': 9, 'file_name': 'Cedrelinga_002_026.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_006_003.jpg', 'label': 3, 'file_name': 'Copaifera_006_003.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_005_034.jpg', 'label': 3, 'file_name': 'Copaifera_005_034.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_004_019.jpg', 'label': 5, 'file_name': 'Byrsonima_004_019.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_005_037.jpg', 'label': 4, 'file_name': 'Combretum_005_037.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_001_015.jpg', 'label': 4, 'file_name': 'Combretum_001_015.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_005_027.jpg', 'label': 3, 'file_name': 'Copaifera_005_027.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_001_030.jpg', 'label': 0, 'file_name': 'Cochlospermum_001_030.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_000_018.jpg', 'label': 3, 'file_name': 'Copaifera_000_018.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_002_024.jpg', 'label': 4, 'file_name': 'Combretum_002_024.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_004_000.jpg', 'label': 2, 'file_name': 'Astronium_004_000.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_000_007.jpg', 'label': 6, 'file_name': 'Cecropia_000_007.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_000_000.jpg', 'label': 4, 'file_name': 'Combretum_000_000.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_004_039.jpg', 'label': 0, 'file_name': 'Cochlospermum_004_039.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_003_008.jpg', 'label': 6, 'file_name': 'Cecropia_003_008.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_006_012.jpg', 'label': 5, 'file_name': 'Byrsonima_006_012.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_003_001.jpg', 'label': 7, 'file_name': 'Apuleia_003_001.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_001_017.jpg', 'label': 7, 'file_name': 'Apuleia_001_017.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_005_028.jpg', 'label': 1, 'file_name': 'Aspidosperma_005_028.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_006_038.jpg', 'label': 1, 'file_name': 'Aspidosperma_006_038.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_003_013.jpg', 'label': 2, 'file_name': 'Astronium_003_013.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_001_028.jpg', 'label': 9, 'file_name': 'Cedrelinga_001_028.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_004_039.jpg', 'label': 8, 'file_name': 'Calophyllum_004_039.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_006_004.jpg', 'label': 4, 'file_name': 'Combretum_006_004.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_004_020.jpg', 'label': 9, 'file_name': 'Cedrelinga_004_020.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_000_009.jpg', 'label': 8, 'file_name': 'Calophyllum_000_009.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_006_027.jpg', 'label': 9, 'file_name': 'Cedrelinga_006_027.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_006_004.jpg', 'label': 1, 'file_name': 'Aspidosperma_006_004.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_001_016.jpg', 'label': 8, 'file_name': 'Calophyllum_001_016.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_002_014.jpg', 'label': 0, 'file_name': 'Cochlospermum_002_014.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_004_008.jpg', 'label': 7, 'file_name': 'Apuleia_004_008.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_001_002.jpg', 'label': 8, 'file_name': 'Calophyllum_001_002.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_003_022.jpg', 'label': 0, 'file_name': 'Cochlospermum_003_022.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_000_026.jpg', 'label': 4, 'file_name': 'Combretum_000_026.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_004_012.jpg', 'label': 9, 'file_name': 'Cedrelinga_004_012.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_006_017.jpg', 'label': 0, 'file_name': 'Cochlospermum_006_017.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_004_016.jpg', 'label': 3, 'file_name': 'Copaifera_004_016.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_003_014.jpg', 'label': 6, 'file_name': 'Cecropia_003_014.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_002_004.jpg', 'label': 1, 'file_name': 'Aspidosperma_002_004.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_003_035.jpg', 'label': 0, 'file_name': 'Cochlospermum_003_035.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_005_033.jpg', 'label': 1, 'file_name': 'Aspidosperma_005_033.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_006_002.jpg', 'label': 4, 'file_name': 'Combretum_006_002.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_001_018.jpg', 'label': 0, 'file_name': 'Cochlospermum_001_018.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_006_010.jpg', 'label': 7, 'file_name': 'Apuleia_006_010.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_000_006.jpg', 'label': 1, 'file_name': 'Aspidosperma_000_006.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_005_005.jpg', 'label': 7, 'file_name': 'Apuleia_005_005.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_002_003.jpg', 'label': 3, 'file_name': 'Copaifera_002_003.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_001_028.jpg', 'label': 6, 'file_name': 'Cecropia_001_028.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_000_038.jpg', 'label': 6, 'file_name': 'Cecropia_000_038.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_002_007.jpg', 'label': 6, 'file_name': 'Cecropia_002_007.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_003_029.jpg', 'label': 6, 'file_name': 'Cecropia_003_029.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_001_023.jpg', 'label': 4, 'file_name': 'Combretum_001_023.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_005_020.jpg', 'label': 5, 'file_name': 'Byrsonima_005_020.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_002_012.jpg', 'label': 8, 'file_name': 'Calophyllum_002_012.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_000_004.jpg', 'label': 7, 'file_name': 'Apuleia_000_004.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_003_020.jpg', 'label': 8, 'file_name': 'Calophyllum_003_020.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_001_022.jpg', 'label': 7, 'file_name': 'Apuleia_001_022.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_003_019.jpg', 'label': 2, 'file_name': 'Astronium_003_019.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_002_002.jpg', 'label': 0, 'file_name': 'Cochlospermum_002_002.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_000_001.jpg', 'label': 9, 'file_name': 'Cedrelinga_000_001.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_006_008.jpg', 'label': 1, 'file_name': 'Aspidosperma_006_008.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_002_023.jpg', 'label': 4, 'file_name': 'Combretum_002_023.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_000_014.jpg', 'label': 9, 'file_name': 'Cedrelinga_000_014.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_004_039.jpg', 'label': 9, 'file_name': 'Cedrelinga_004_039.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_003_013.jpg', 'label': 7, 'file_name': 'Apuleia_003_013.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_006_036.jpg', 'label': 9, 'file_name': 'Cedrelinga_006_036.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_003_029.jpg', 'label': 0, 'file_name': 'Cochlospermum_003_029.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_003_018.jpg', 'label': 9, 'file_name': 'Cedrelinga_003_018.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_005_026.jpg', 'label': 4, 'file_name': 'Combretum_005_026.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_006_013.jpg', 'label': 3, 'file_name': 'Copaifera_006_013.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_001_009.jpg', 'label': 1, 'file_name': 'Aspidosperma_001_009.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_005_022.jpg', 'label': 2, 'file_name': 'Astronium_005_022.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_005_010.jpg', 'label': 8, 'file_name': 'Calophyllum_005_010.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_003_007.jpg', 'label': 6, 'file_name': 'Cecropia_003_007.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_001_038.jpg', 'label': 0, 'file_name': 'Cochlospermum_001_038.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_001_004.jpg', 'label': 3, 'file_name': 'Copaifera_001_004.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_003_027.jpg', 'label': 5, 'file_name': 'Byrsonima_003_027.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_006_006.jpg', 'label': 4, 'file_name': 'Combretum_006_006.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_005_020.jpg', 'label': 9, 'file_name': 'Cedrelinga_005_020.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_003_010.jpg', 'label': 5, 'file_name': 'Byrsonima_003_010.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_003_028.jpg', 'label': 4, 'file_name': 'Combretum_003_028.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_006_027.jpg', 'label': 6, 'file_name': 'Cecropia_006_027.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_003_022.jpg', 'label': 9, 'file_name': 'Cedrelinga_003_022.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_000_023.jpg', 'label': 2, 'file_name': 'Astronium_000_023.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_001_027.jpg', 'label': 8, 'file_name': 'Calophyllum_001_027.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_004_026.jpg', 'label': 7, 'file_name': 'Apuleia_004_026.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_002_027.jpg', 'label': 5, 'file_name': 'Byrsonima_002_027.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_002_006.jpg', 'label': 8, 'file_name': 'Calophyllum_002_006.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_001_019.jpg', 'label': 5, 'file_name': 'Byrsonima_001_019.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_002_008.jpg', 'label': 5, 'file_name': 'Byrsonima_002_008.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_001_032.jpg', 'label': 3, 'file_name': 'Copaifera_001_032.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_002_002.jpg', 'label': 6, 'file_name': 'Cecropia_002_002.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_000_033.jpg', 'label': 1, 'file_name': 'Aspidosperma_000_033.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_004_015.jpg', 'label': 9, 'file_name': 'Cedrelinga_004_015.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_003_021.jpg', 'label': 2, 'file_name': 'Astronium_003_021.jpg', 'class': 'Astronium'}
